CUI,Hnum,DB_ref,refcode,disease,description,category,pathways,gene,pathogen,Env-factor,carcinogen,marker,drug,comment,other_DB
C0018923,H01557,MeSH,D006394,Hepatic angiosarcoma,"""Angiosarcoma represents 1 to 2% of soft tissue tumors. It originates from endothelial cells of small blood vessels and may affect a variety of organs, including the retroperitoneum, skeletal muscle, subcutis, liver, heart and breast. Primary hepatic angiosarcomas (HAS) are much rare tumors, with worse prognosis compared with other angiosarcomas. HAS has been found to be caused by occupational exposure to vinyl chloride (VC) monomer since 1970, and the number of VC-associated HAS cases reported up to the end of 1998 was 197 worldwide. Exposure of VC connects with a series of mechanistic events leading to carcinogenic outcome; mutations of K-ras and p53 are also detected.""",Cancer,,"""TP53 (mutation) [HSA:7157] [KO:K04451], KRAS-2 (mutation) [HSA:3845] [KO:K07827]""",,,Vinyl chloride [CPD:C06793],"""CD31 [HSA:5175] [KO:K06471], CD34 [HSA:947] [KO:K06474], Ulex europaeus agglutinin I, Factor VIII-related antigen (FVIIIRAg), ERG [HSA:2078] [KO:K09435]""","""Doxorubicin [DG:DG00696], 5-Fluorouracil [DG:DG00687], Carboplatin [DR:D01363], Ifosfamide [DR:D00343], Cisplatin [DR:D00275], Paclitaxel [DG:DG01430]""",ICD-O-3: 9120/3 Angiosarcoma,"""ICD-10: C22.3, MeSH: D006394"""
C0018923,H01666,MeSH,D006394,Angiosarcoma,"""Angiosarcomas are rare, generally aggressive, malignant mesenchymal tumours of vascular origin and constitute less than 1% of all sarcomas. Their most frequent site of origin is the head and neck, especially the scalp, of elderly men. Angiosarcomas are likely derived from vascular endothelial cells, possibly resulting from aberrant angiogenesis. Studies have shown relatively increased expression of vascular endothelial growth factor (VEGF) and its receptors (VEGFr1-3) in human angiosarcoma. The most common gene mutation in angiosarcomas is KRAS as well as other RAS mutations. Activation of the RAS pathway is often tumorigenic. Although immortalised murine endothelial cells form benign haemangiomas in vivo, the addition of activated HRAS produces rapidly growing, poorly differentiated angiosarcomas.""",Cancer,,"""KRAS (mutation) [HSA:3845] [KO:K07827], HRAS (mutation) [HSA:3265] [KO:K02833], NRAS (mutation) [HSA:4893] [KO:K07828]""",,,"""Vinyl chloride [CPD:C06793], Thorium dioxide, Arsenic [CPD:C06269], Anabolic steroids""","""ERG [HSA:2078] [KO:K09435], CD34 [HSA:947] [KO:K06474], CD31 [HSA:5175] [KO:K06471]""","""Paclitaxel [DG:DG01430], Doxorubicin [DG:DG00696], Ifosfamide [DR:D00343], Miltefosine [DR:D02494], Cediranib [DR:D08881], Anthracycline [DG:DG01682], Teceleukin [DR:D02749]""",ICD-O-3: 9120/3 Angiosarcoma,"""ICD-10: C44.9 C22.3, MeSH: D006394"""
C0018987,H00979,MeSH,D004480,Caudal regression syndrome and Sirenomelia,"""Caudal dysgenesis and sirenomelia are rare malformations that represent a spectrum of caudal anomalies. Clinical findings include varying degrees of agenesis of the vertebral column (usually sacral or lumbosacral spine), as well as anorectal and genitourinary anomalies. The most severe end of this spectrum is known as sirenomelia that is characterized by fused lower limbs. These are caused by developmental field defects of blastogenesis involving the caudal mesoderm and usually sporadic.""",Developmental disorder; Nervous system disease,,VANGL1 [HSA:81839] [KO:K04510],,Maternal diabetes,,,,"""Spina bifida, a neural tube defect, is described in H00262.""","""ICD-10: Q76.0, MeSH: D004480, OMIM: 600145"""
C0018995,H00211,MeSH,D006432,"""Hemochromatosis (HFE), Juvenile hemochromatosis (JH)""","""Hereditary hemochromatosis is an autosomal recessive iron metabolism disorder characterized by increased intestinal iron absorption, which leads to progressive accumulation of iron in the body.""",Inherited metabolic disease,,"""(HFE) HFE [HSA:3077], (JH) HFE2 [HSA:148738] [KO:K06847], (JH) HAMP [HSA:57817], (HFE3) TFR2 [HSA:7036], (HFE4) SLC40A1 [HSA:30061] [KO:K14685], (HFE5) FTH1 [HSA:2495] [KO:K00522]""",,,,Transferrin [HSA:7018],Deferoxamine mesilate [DR:D01186],,"""ICD-10: E83.1, MeSH: D006432, OMIM: 235200 602390 613313 604250 606069 615517"""
C0019069,H00219,OMIM,306700,"""Hemophilia, including: Hemophilia A (HEMA), Hemophilia B (HEMB), von Willebrand disease (VWD), von Willebrand disease, platelet-type""","""Hemophilia A and B are X-linked recessive disorders which are the most common hereditary hemorrhagic disorders caused by a deficiency or dysfunction of blood coagulation factor VIII (FVIII) and factor IX (FIX), respectively. Von Willebrand disease is caused by quantitative and/or qualitative defects of von Willebrand factor and inherited in both autosomal dominant and recessive manner.""",Hematologic disease,,"""(HEMA) F8; coagulation factor VIII [HSA:2157] [KO:K03899], (HEMB) F9; coagulation factor IX (Christmas factor) [HSA:2158] [KO:K01321], (VWD) VWF; von Willebrand factor [HSA:7450] [KO:K03900], (Platelet-type) GP1BA [HSA:2811] [KO:K06261]""",,,,,"""Blood-coagulation factor VIII [DR:D08798 D08793], Blood-coagulation factor IX [DR:D08797 D08794]""",,"""ICD-10: D66 D67 D68.0, OMIM: 306700 306900 193400 613554 277480 177820"""
C0019096,H01541,MeSH,D006478,Argentine hemorrhagic fever,"""Argentine hemorrhagic fever (AHF) is a rodent-borne illness caused by Junin virus (JUNV, Arenaviridae). AHF is endemic to the humid pampas of Argentina. The known principal reservoir host of JUNV is Calomys musculinus. AHF can be divided into three distinct phases: prodromal, neurological-hemorrhagic, and convalescent. The prodromal phase includes non-specific symptoms such as fever (38-39 deg C), malaise and myalgia as well as petechiae on the soft palate and cutaneous petechiae. Around 20-30 percent of AHF cases progress to the neurologic-hemorrhagic phase of disease characterized by severe hemorrhagic or neurological manifestations and shock.""",Infectious disease,,,  Junin mammarenavirus [GN:T40005],,,,,See also H00385  South American (new world arenaviral) hemorrhagic fevers.,"""ICD-10: A96.0, MeSH: D006478"""
C0019096,H01542,MeSH,D006478,Bolivian hemorrhagic fever,"""Bolivian hemorrhagic fever (BHF) is highly lethal viral hemorrhagic fever caused by Machupo virus (MACV) that is a member of the family Arenaviridae. Natural vector and reservoir for MACV is the large vesper mouse, Calomys callosus. BHF was first described in 1959 during outbreaks affecting isolated human communities in eastern Bolivia. Initial symptoms include headache, fever, arthralgia, and myalgia. In the later stages of this illness, patients may develop hemorrhagic manifestations including subconjunctival hemorrhage, epistaxis, hematemesis, melena, and hematuria, as well as neurological signs including tremor, seizures, and coma.""",Infectious disease,,,  Machupo mammarenavirus [GN:T40006],,,,,See also H00385 South American (new world arenaviral) hemorrhagic fevers.,"""ICD-10: A96.1, MeSH: D006478"""
C0019097,H01541,MeSH,D006478,Argentine hemorrhagic fever,"""Argentine hemorrhagic fever (AHF) is a rodent-borne illness caused by Junin virus (JUNV, Arenaviridae). AHF is endemic to the humid pampas of Argentina. The known principal reservoir host of JUNV is Calomys musculinus. AHF can be divided into three distinct phases: prodromal, neurological-hemorrhagic, and convalescent. The prodromal phase includes non-specific symptoms such as fever (38-39 deg C), malaise and myalgia as well as petechiae on the soft palate and cutaneous petechiae. Around 20-30 percent of AHF cases progress to the neurologic-hemorrhagic phase of disease characterized by severe hemorrhagic or neurological manifestations and shock.""",Infectious disease,,,  Junin mammarenavirus [GN:T40005],,,,,See also H00385  South American (new world arenaviral) hemorrhagic fevers.,"""ICD-10: A96.0, MeSH: D006478"""
C0019097,H01542,MeSH,D006478,Bolivian hemorrhagic fever,"""Bolivian hemorrhagic fever (BHF) is highly lethal viral hemorrhagic fever caused by Machupo virus (MACV) that is a member of the family Arenaviridae. Natural vector and reservoir for MACV is the large vesper mouse, Calomys callosus. BHF was first described in 1959 during outbreaks affecting isolated human communities in eastern Bolivia. Initial symptoms include headache, fever, arthralgia, and myalgia. In the later stages of this illness, patients may develop hemorrhagic manifestations including subconjunctival hemorrhage, epistaxis, hematemesis, melena, and hematuria, as well as neurological signs including tremor, seizures, and coma.""",Infectious disease,,,  Machupo mammarenavirus [GN:T40006],,,,,See also H00385 South American (new world arenaviral) hemorrhagic fevers.,"""ICD-10: A96.1, MeSH: D006478"""
C0019099,H00284,MeSH,D006479,Crimean-Congo hemorrhagic fever,"""Crimean-Congo haemorrhagic fever is a fatal viral infection that occurs sporadically in Africa, Asia, eastern and southern Europe, and the Middle East. Patients may develop subclinical symptoms to severe hemorrhagic disease.""",Infectious disease,,,  Crimean-Congo hemorrhagic fever virus [GN:T40011],,,,Ribavirin [DR:D00423],Vectors: Hyalomma spp ticks,"""ICD-10: A98.0, MeSH: D006479"""
C0019101,H00389,MeSH,D006480,Hemorrhagic fever with renal syndrome (HFRS),"""Hemorrhagic fever with renal syndrome (HFRS) is a group of diseases caused by hantaviruses which are members of family Bunyaviridae. HFRS is characterized by renal failure, hemorrhages, and shock and is caused by the serotypes Hantaan, Seoul, Puumala, and Dobrava-Belgrade viruses. The serotype Puumala virus also causes nephropathia epidemica, a milder variant of HFRS.""",Infectious disease,,,"""  Hantaan virus [GN:T40016], Seoul virus [GN:T40017], Dobrava-Belgrade virus [GN:T40018], Puumala virus [GN:T40019]""",,,,,,"""ICD-10: A98.5, MeSH: D006480"""
C0019103,H00416,MeSH,D006481,Omsk hemorrhagic fever,"""Omsk hemorrhagic fever is an acute viral disease that was found in Omsk, west Siberia in Russia. It causes severe disease and death in farmers hunting muskrats. The disease presents with fever, headache, nausea, severe muscle pain, cough, and moderately severe hemorrhagic manifestations.""",Infectious disease,,,  Omsk hemorrhagic fever virus [GN:T40058],,,,,Vector: Dermacentor reticulatus (tick),"""ICD-10: A98.1, MeSH: D006481"""
C0019114,H01846,MeSH,D006486,Superficial siderosis,"""Superficial siderosis is a rare condition caused by hemosiderin deposits in the central nervous system (CNS). Classical type of superficial siderosis primarily affects the infratentorial regions and spinal cord, and typically presents with slowly progressive sensorineural hearing impairment, cerebellar ataxia, and myelopathy. Hemosiderin deposition results from chronic intermittent or continuous minor bleeding into the subarachnoid space. The bleeding is caused by various pathologies, including tumors, meningocele and pseudomeningocele, vascular malformations, and trauma. But only less than 50% of cases have a definite bleeding source identified. A second type of brain siderosis restricted to the part of the cerebral hemispheres, has been identified and referred to as cortical superficial siderosis (CSS). CSS has a different range of potential causes and clinical presentation to classical type, but in older individuals is emerging as a key feature of cerebral amyloid angiopathy.""",Nervous system disease,,,,,,,,See also H01185 Cerebral amyloid angiopathy.,"""ICD-10: G96.8, MeSH: D006486"""
C0019147,H01506,MeSH,D006501,"""Hepatic encephalopathy, Hepatic coma""","""Hepatic encephalopathy (HE) is a brain dysfunction caused by liver insufficiency or portal systemic shunting. HE most commonly occurs in decompensated liver cirrhosis and incorporates a spectrum of manifestations that ranges from mild cognitive impairment to coma. Although its pathogenesis is not entirely understood, one of the main factors is thought to be ammonia. Apart from hyperammonemia, various other pathogenic mechanisms, such as the gamma-aminobutyric acid (GABA) theory, the benzodiazepine theory, the manganese theory, and the theory of oxidative/nitrosative stress, have been implicated in the development of HE. The pharmacological treatments that are currently used in clinical practice are directed toward reducing the production and absorption of gut-derived ammonia.""",Liver disease; Nervous system disease; Metabolic disease,,,,,,,Rifaximin [DR:D02554],"""Lactulose, probiotics, and extracorporeal albumin dialysis, especially MARS, have been demonstrated to be beneficial in cirrhotic patients.""","""ICD-10: K72, MeSH: D006501"""
C0019151,H01506,MeSH,D006501,"""Hepatic encephalopathy, Hepatic coma""","""Hepatic encephalopathy (HE) is a brain dysfunction caused by liver insufficiency or portal systemic shunting. HE most commonly occurs in decompensated liver cirrhosis and incorporates a spectrum of manifestations that ranges from mild cognitive impairment to coma. Although its pathogenesis is not entirely understood, one of the main factors is thought to be ammonia. Apart from hyperammonemia, various other pathogenic mechanisms, such as the gamma-aminobutyric acid (GABA) theory, the benzodiazepine theory, the manganese theory, and the theory of oxidative/nitrosative stress, have been implicated in the development of HE. The pharmacological treatments that are currently used in clinical practice are directed toward reducing the production and absorption of gut-derived ammonia.""",Liver disease; Nervous system disease; Metabolic disease,,,,,,,Rifaximin [DR:D02554],"""Lactulose, probiotics, and extracorporeal albumin dialysis, especially MARS, have been demonstrated to be beneficial in cirrhotic patients.""","""ICD-10: K72, MeSH: D006501"""
C0019154,H01433,MeSH,D006502,Budd-Chiari syndrome,"""Budd-Chiari syndrome is a heterogeneous group of disorders characterized by hepatic venous outflow obstruction at the hepatic veins or inferior vena cava.  Clinically, the disease is characterized by hepatomegaly, manifestations of portal hypertension, and sometimes rapidly deteriorating liver function. Factors that confer a predisposition to the development of the Budd-Chiari syndrome, including hypercoagulable states, both hereditary and acquired, and a variety of other causes, can be identified in about 75 percent of patients. The factor V Leiden mutation and V617F mutation in the JAK2 gene have been noted in patients with the Budd-Chiari syndrome.""",Cardiovascular disease,,"""F5 [HSA:2153] [KO:K03902], JAK2 [HSA:3717] [KO:K04447]""",,,,,"""Anticoagulation and medical therapy, Revascularization, Transjugular intrahepatic portasystemic shunt (TIPS), Orthotopic liver transplantation (OLT)""",,"""ICD-10: I82.0, MeSH: D006502, OMIM: 600880"""
C0019159,H00411,MeSH,D006506,"""Hepatitis A, Hepatitis A virus (HAV) infection""","""Hepatitis A accounts for 20 to 25% of clinically apparent hepatitis cases worldwide. It is transmitted by the fecal-oral route and in countries with poor sanitary conditions, the population acquires infection in childhood. In these cases, infection causes only minimal illness. In developed countries with good sanitation, people sometimes acquire hepatitis A by travelling to endemic areas, and infection in adults causes severe icteric hepatitis.""",Infectious disease,,,  Hepatovirus A [GN:T40068],,,,,,"""ICD-10: B15, MeSH: D006506, MedlinePlus: 000278"""
